"query","long","lat"
"Clive,IA","-93.744905","41.607588"
"Freehold,NJ","-74.306284","40.236423"
"Hubbardston,MA","-72.011516","42.483895"
"Daytona Beach Shores,FL","-80.982832","29.176093"
"Kiln,MS","-89.418722","30.487498"
"Simla,CO","-104.070186","39.208696"
"Vanleer,TN","-87.465507","36.245657"
"Bloomington,CA","-117.40145","34.06042"
"Napavine,WA","-122.901965","46.578315"
"Berea,KY","-84.235247","37.592589"
"Pinos Altos,NM","-108.21919","32.861433"
"Painted Post,NY","-77.09414","42.16202"
"Los Alamos,CA","-120.204944","34.745715"
"Dawn,VA","-76.804144","37.38006"
"Kent City,MI","-85.75115","43.22002"
"Cramerton,NC","-81.07508","35.23875"
"LIttleton,CO","-105.010182","39.597937"
"Irvington,NJ","-74.23294","40.726231"
"Bunnlevel,NC","-78.7803","35.30961"
"Eau Clair,WI","-91.5015","44.81198"
"Ilion,NY","-75.03543","43.01507"
"Brier Hill,PA","-79.850366","39.980787"
"Hubbard,OR","-122.812012","45.1969"
"High View,WV","-78.436258","39.211295"
"Amherst,NY","-78.799756","42.978391"
"Scranton,SC","-79.769899","33.937275"
"Merrillville,IN","-87.338656","41.497212"
"Farmington,ME","-70.129267","44.650311"
"Ft. Dick,CA","-121.521363","39.502243"
"Chesterfield,MO","-90.650024","38.637002"
"Columbus,NM","-107.64002","31.8276"
"Callaway,VA","-80.056685","37.024849"
"Lake Ft Phantom,TX","-95.550435","33.659316"
"Berwyn,PA","-75.45644","40.030058"
"Fair Lawn,NJ","-74.119236","40.935348"
"Ferris,TX","-96.640443","32.494337"
"South San Diego,CA","-117.118063","32.692838"
"Springfield,OR","-123.011597","44.058465"
"Westfield,NY","-79.5781","42.32228"
"Santa Monica,CA","-118.491191","34.019454"
"Jamestown,SC","-79.69257","33.286"
"Hallandale Beach,FL","-80.148379","25.981203"
"Forest Park,OH","-84.504111","39.290335"
"Ghent,WV","-80.563505","40.398802"
"Millington,TN","-89.892286","35.320197"
"Steamboat Springs,CO","-106.829354","40.486391"
"Fowler,IN","-87.311247","40.606541"
"Ware,MA","-72.24602","42.25485"
"Bellefontaine,OH","-83.787784","40.378783"
"Parishville,NY","-74.780387","44.544283"
"Huntingdon,TN","-88.433709","35.985967"
"Columbia,PA","-76.50441","40.03371"
"Bondurant,IA","-93.45694","41.730186"
"Paintsville,KY","-82.794504","37.824167"
"Auburn,ME","-70.243848","44.087422"
"Sanborn,NY","-78.885611","43.153105"
"Concrete,WA","-121.697178","48.508868"
"Lilly,GA","-83.8774","32.14711"
"Dewey,OK","-95.93554","36.79592"
"Boston Area,MA","-71.057723","42.328368"
"Higgens Lake,MI","-85.602451","43.982423"
"Frontenac,MN","-92.346009","44.535111"
"Sheffield Lake,OH","-82.089769","41.463541"
"Hartsel,CO","-105.878811","38.967262"
"Knife River,MN","-91.777997","46.95388"
"Edwards,IL","-89.74427","40.74587"
"Bristolville,OH","-80.866704","41.376806"
"Jefferson,IA","-94.372586","42.007323"
"Rowlett,TX","-96.534737","32.91747"
"Grainfield,KS","-100.46688","39.11464"
"Swoope,VA","-79.211901","38.188328"
"Lookout Mountain,GA","-85.384631","34.93473"
"Hayti,MO","-89.74953","36.23368"
"Hopedale,MA","-71.533138","42.127515"
"Byron,GA","-83.788976","32.618051"
"Hampstead,MD","-76.864427","39.614552"
"Canandaigua,NY","-77.289687","42.813576"
"Bellmore,NY","-73.53652","40.6729"
"Suffolk,","1","52.166667"
"Crystal Springs,AR","-93.336022","34.522035"
"Green Cove Springs,FL","-81.76468","29.998318"
"Wellpinit,WA","-117.933742","47.881367"
"Ona,WV","-82.234177","38.456541"
"Montecito,CA","-119.632075","34.436663"
"Tuolumne,CA","-120.267887","37.921694"
"Salem,NH","-71.20089","42.78842"
"Meredith,NH","-71.50445","43.65818"
"Iola,KS","-95.391057","37.885757"
"Airmont,NY","-74.116254","41.100929"
"Green Island,NY","-73.691507","42.744245"
"Alden,IL","-88.452481","42.324761"
"Westwood,MA","-71.199238","42.220548"
"Pownal,VT","-73.201254","42.790682"
"Lake Saint Louis,MO","-90.76513","38.80144"
"Munds Park,AZ","-111.640991","34.94122"
"Cedar,MI","-85.813768","44.860517"
"Shiloh,NC","-76.022486","36.239776"
"West St. Paul,MN","-92.637971","47.662014"
"Morgantown-Martinsville area,IN","-86.280197","39.418416"
"Sutherland,IA","-95.486296","42.997133"
"Coolidge,GA","-83.871284","30.976287"
"Spruce Pine,NC","-82.07647","35.91464"
"Bennington,KS","-97.622108","39.019928"
"Irma,WI","-89.670022","45.366386"
"Toulon,IL","-89.864391","41.09404"
"Bear,DE","-75.693903","39.594736"
"Metamora,MI","-83.29607","42.942128"
"Cranberry Twp.,PA","-75.960746","40.945059"
"Idyllwild,CA","-116.721444","33.741769"
"Sweet Valley,PA","-76.142277","41.288634"
"Angeles National Forest Area,CA","-119.753023","37.700607"
"Hazleton,PA","-76.045987","40.954433"
"Talbott,TN","-83.415172","36.15259"
"Clarksburg,WV","-80.341883","39.287434"
"Swanton,OH","-83.89105","41.58866"
"Death Valley Gas Station,CA","-121.946436","40.496077"
"Monson,ME","-69.50116","45.28699"
"Canton,PA","-76.84143","41.639449"
"Shelton,WA","-123.159683","47.263255"
"Perris,CA","-117.320674","33.787292"
"Fredon,NJ","-74.808778","41.039264"
"Penn Hills,PA","-79.82558","40.47582"
"Hilton Head Island,SC","-80.799698","32.21319"
"Kendall,NY","-78.049928","43.324058"
"Alma,NM","-108.903398","33.379506"
"Lake City,SC","-79.75535","33.871"
"Penn Yan,NY","-77.069925","42.637423"
"South Wales,NY","-78.543478","42.716759"
"Mt. Palomar,CA","-118.04585","33.838459"
"Hopelawn,NJ","-74.292925","40.527049"
"Onancock,VA","-75.746","37.693197"
"Silverton,TX","-101.30419","34.471337"
"Delanco,NJ","-74.953502","40.050667"
"Moline,IL","-90.493492","41.482387"
"Bearlake,PA","-79.477037","41.969142"
"East Millinocket,ME","-68.57388","45.62555"
"Woodside,CA","-122.253856","37.429939"
"Clark County,KY","-86.88835","36.8357"
"Lahaina,HI","-156.61354","20.897296"
"Excelsior Springs,MO","-94.50487","37.093638"
"Oxford,PA","-74.959683","40.151764"
"Barron,WI","-91.84906","45.40135"
"Rochelle,IL","-89.100359","42.007405"
"Marshall,OK","-97.626084","36.154158"
"West Sayville,NY","-73.10002","40.732304"
"Bernallilo,NM","-106.551165","35.300111"
"Carrick,PA","-75.664711","41.555077"
"Dayton,OH","-84.268593","39.750471"
"Princeton,TX","-96.47527","33.152612"
"Waupaca,WI","-89.08595","44.35803"
"Oceanview,NJ","-74.726687","39.178767"
"Ballston Spa,NY","-73.882538","42.983588"
"Defiance,MO","-90.841195","38.663411"
"West Holloywood,CA","-118.316097","34.101689"
"Truckee,CA","-120.304777","36.313008"
"Macon,GA","-83.617554","32.804382"
"Interlochen,MI","-85.782278","44.633562"
"Belen,NM","-106.695247","34.651051"
"Woodmont,CT","-72.991493","41.228153"
"New Haven,MI","-82.804166","42.744267"
"San Antonio,NM","-106.377802","35.101991"
"Scott City,MO","-89.52453","37.21672"
"Lenoir,NC","-81.539847","35.937564"
"Quechee,VT","-72.427734","43.637817"
"Friendsville,TN","-84.101182","35.758228"
"Morgantown,PA","-75.88994","40.1551"
"Big Spring,TX","-101.457761","32.278703"
"Milford,DE","-75.42797","38.91261"
"Deep Gap,NC","-81.541072","36.207343"
"Kingston,NH","-71.05339","42.93648"
"Watchung,NJ","-74.43901","40.643369"
"Bruceton Mills,WV","-79.620241","39.666293"
"Altomont,NY","-73.971518","42.655282"
"Kearneysville,WV","-77.878957","39.349586"
"Raymond,MN","-95.23862","45.01579"
"Leominster,MA","-71.75979","42.52509"
"North Bowers Beach,DE","-75.456475","39.04173"
"Avilla,IN","-85.23886","41.36588"
"Parlin,NJ","-74.306956","40.459205"
"Caseville,MI","-83.27135","43.94113"
"Mills River,NC","-82.588298","35.381533"
"Fords,NJ","-74.31525","40.53139"
"Neptune,NJ","-74.071351","40.209551"
"Bean Station,TN","-83.28406","36.3437"
"Hudson,FL","-82.64803","28.382489"
"Ty Ty,GA","-83.64684","31.47185"
"Apache Lake,AZ","-108.268609","32.80901"
"Lumpkin,GA","-84.728093","32.069538"
"Roann,IN","-85.92443","40.91171"
"Moriarty,NM","-106.055796","34.94103"
"Langdon,ND","-98.288629","48.753679"
"Le Sueur,MN","-93.903348","44.390864"
"Arcadia,WI","-91.387699","44.251711"
"Burbank,WA","-118.901678","46.196597"
"Belmont,VT","-72.828524","43.420978"
"Rural Amador County,CA","-120.930513","38.352563"
"Devon,","-3.75","50.75"
"Normandy,TN","-86.25999","35.45202"
"Clark,MO","-92.374105","39.295025"
"Yosemite Valley,CA","-121.673805","40.51307"
"Brighton,MA","-71.15644","42.3501"
"Saint Albans,VT","-73.081499","44.809326"
"Earp,CA","-114.30106","34.16474"
"Butler,PA","-79.934048","40.885861"
"Ettersburg,CA","-123.997256","40.138476"
"Goshen,VT","-73.022056","43.849508"
"Putnamville,IN","-86.828402","39.668441"
"West Lima,WI","-90.530408","43.546364"
"Eaton,NH","-72.227699","43.691621"
"Pembine,WI","-87.99095","45.63524"
"Wantage,NJ","-74.550716","41.244262"
"Kerens,TX","-96.22775","32.13321"
"Hillsborough,NH","-71.899202","43.114102"
"West Middlesex,PA","-80.4534","41.17422"
"Pt. Mugu,CA","-116.529326","33.861069"
"Millington,MI","-83.47392","43.297434"
"South Egremont,MA","-73.41623","42.16065"
"South Cairo,NY","-73.9568","42.27703"
"New Holland,IL","-89.542183","40.16912"
"Merriam,IN","-85.434424","41.28727"
"Davis,WV","-82.084574","37.826769"
"Glenns Ferry,ID","-115.310227","42.950333"
"Playa Del Rey,CA","-118.439841","33.947305"
"Port St. Lucie,FL","-81.981155","30.76801"
"Smith Center,KS","-98.78507","39.77918"
"Murray,UT","-111.887991","40.666892"
"Ferrisburgh,VT","-73.247093","44.177803"
"Skipperville,AL","-85.536957","31.574779"
"Waco,TX","-97.1382","31.552011"
"Glencoe,AL","-85.93247","33.957043"
"Kinsman,OH","-80.904536","40.133681"
"Mercer,ME","-69.936446","44.678117"
"Beltsville,MD","-76.877743","38.833563"
"Searcy,AR","-91.731729","35.243622"
"Gonzales,LA","-90.869481","30.204707"
"Plattesmouth,NE","-96.001244","40.971961"
"Sturgis,MS","-88.993677","33.405675"
"Mentor-on-the-Lake,OH","-81.360386","41.705045"
"Brunswick County,NC","-77.447923","35.811616"
"Waseca,MN","-93.550495","44.065547"
"Framingdale,ME","-70.143484","44.671072"
"McIntosh,NM","-106.05169","34.86478"
"Anahola,HI","-159.4025","22.14722"
"South Fulton,TN","-88.87534","36.50089"
"Cairo,NY","-74.029434","42.301789"
"Palm Beach Island,FL","-80.072887","26.826051"
"Crystal,NM","-108.966205","36.045842"
"Stow,MA","-71.50562","42.43704"
"Grantsville,UT","-112.4644","40.59994"
"San Lorenzo,CA","-122.133825","37.68123"
"Somerset,","-3","51.083333"
"Placerville,CA","-120.797149","38.730224"
"Midlothian,IL","-87.71755","41.62531"
"San Pedro Mountain Area,NM","-106.063064","35.972362"
"Weddington,NC","-80.713708","35.115597"
"Quitman,GA","-83.587777","30.78944"
"Portage Lakes,OH","-81.527062","41.007278"
"Jasonvill,IN","-87.19918","39.1631"
"Carmichael,CA","-121.332191","38.62136"
"Newfield,NJ","-75.014084","39.565465"
"Peterborough,","-0.2416701","52.5738875"
"Cambria,CA","-120.954454","35.587748"
"Happy,TX","-101.857175","34.741789"
"Topsham,ME","-69.937793","43.981404"
"Cedar Grove,NC","-79.164741","36.181138"
"Scituate,MA","-70.770188","42.207254"
"Girard,OH","-80.70147","41.15395"
"Kunia,HI","-158.06385","21.463"
"Fitchville,CT","-72.153967","41.564821"
"Dayton area,OH","-84.2083","39.761094"
"Henderson,NE","-97.773811","40.796446"
"Bedford,IN","-86.48721","38.86116"
"Danvers,MA","-70.949245","42.577188"
"West Kendall,FL","-80.159128","25.849054"
"Northwest Tempe,AZ","-111.722865","33.435969"
"Rock Falls,WI","-89.229728","43.01479"
"Carlin,NV","-116.103154","40.715931"
"Piperton,TN","-89.621748","35.045091"
"Lawrenceville,NJ","-74.729605","40.29733"
"Clear Lake,OK","-100.272085","36.688919"
"Westminster West,VT","-72.540646","43.063968"
"Zeeland,MI","-85.969722","42.869816"
"Sinking spring,PA","-76.011049","40.327315"
"Long Point,IL","-88.873628","40.980115"
"Watonga,OK","-98.41313","35.84477"
"South San Gabriel,CA","-118.090347","34.06251"
"Spalding,NE","-98.363282","41.688144"
"Califon,NJ","-74.813951","40.717424"
"Bermuda Run,NC","-80.422","36.003748"
"Brenham,TX","-96.385104","30.216516"
"Glendale,CA","-124.06672","40.855672"
"Abington,MA","-70.959888","42.11749"
"Madrid,NY","-75.13104","44.75034"
"Stephens City,VA","-78.21806","39.08344"
"Ellsworth,ME","-68.356311","44.477935"
"Ellisville,MS","-89.171825","31.611088"
"Washington,CT","-73.31067","41.63148"
"Fort Hunter Liggett,CA","-123.692241","39.845965"
"U.S.S. San Juan,FL","-84.053297","30.493216"
"White City,UT","-111.889047","40.577106"
"Wallingford,PA","-75.370385","39.896711"
"Orrington,ME","-68.82643","44.73118"
"Gerrardstown,WV","-78.102777","39.384529"
"Circleville,WV","-79.49116","38.67095"
"York New Salem,PA","-76.789624","39.900579"
"Sims,AR","-93.614286","34.653145"
"Auburn,IN","-85.027689","41.377758"
"Batesburg,SC","-81.54733","33.90792"
"Yarmouth,ME","-70.171979","43.798227"
"Stuttgart,AR","-91.55263","34.50037"
"Hwy 168, Bristle Cone Pine Forrest,CA","-119.753023","37.700607"
"Lost Hills,CA","-119.67885","35.6254"
"Zion,IL","-87.83285","42.44613"
"Deerhorn Valley,CA","-121.673805","40.51307"
"Hudsonville,MI","-85.935917","42.861575"
"Elizabeth City,NC","-76.213284","36.285388"
"LaBelle,FL","-81.448873","26.690881"
"Oscoda,MI","-83.550866","44.422917"
"W. New Brunswick,NJ","-75.168171","40.663478"
"Dolgeville,NY","-74.77293","43.1009"
"Litchfield,ME","-69.95404","44.158104"
"Mackinaw City,MI","-83.882577","42.051643"
"Laporte,IN","-86.73764","41.537585"
"Shively,KY","-85.822741","38.20007"
"Oklahoma,OK","-97.507599","35.58672"
"Monroe,NJ","-74.634051","41.114541"
"Punt Gorda,FL","-81.575679","26.56664"
"Kenhorst,PA","-75.939376","40.310648"
"Spencer,IA","-95.177909","43.13291"
"Tunnel Hill,GA","-85.050047","34.875416"
"Brownstown,IL","-88.955042","38.994303"
"Saint Charles,IA","-93.862695","41.289336"
"Pasco,FL","-82.198375","28.341557"
"Radcliff,KY","-85.976854","37.723474"
"Mount Olive,AL","-86.13497","33.069564"
"Bristol,WI","-88.028986","42.553518"
"Clearwater Beach,FL","-82.828625","27.959847"
"Walnut Creek,CA","-122.070625","37.873343"
"Ovalo,TX","-99.873296","32.155364"
"Lawton,OK","-98.290973","34.557945"
"Burna,KY","-88.36059","37.24561"
"Hampden,MA","-72.417507","42.067614"
"Hummlestown,PA","-76.606984","40.153033"
"Bowling Green,KY","-86.451752","37.017407"
"Altoona,PA","-78.349874","40.489433"
"Boyce,VA","-78.060132","39.048614"
"Winooski,VT","-73.182158","44.498032"
"Priest River,ID","-116.8927","48.17685"
"Eastman,GA","-83.194358","32.143564"
"Altamonte Springs,FL","-81.365039","28.666625"
"Auburn,GA","-83.827676","34.013718"
"Kotzebue,AK","-161.780844","66.865256"
"Lake Villa,IL","-87.999077","42.381271"
"North San Juan,CA","-121.10384","39.36934"
"Richfield,UT","-112.074362","38.738771"
"Reedley,CA","-119.398857","36.669807"
"Mariposa,CA","-120.018973","37.572907"
"Millry,AL","-88.294124","31.553004"
"Plan,TX","-96.85122","33.033132"
"Waterford,VT","-72.427818","43.721302"
"Westminster,VT","-72.474882","43.082635"
"Minnetrista,MN","-93.717741","44.938296"
"Gerald,MO","-91.313644","38.417801"
"Maysville,OK","-97.405333","34.816265"
"Bloomsbug,PA","-76.430563","41.005609"
"Mission,TX","-99.241264","30.846856"
"Indian Ridge,FL","-80.367809","27.653909"
"Lahoma,OK","-98.091121","36.388985"
"Midway,KY","-86.238583","37.952012"
"Tess Corners,WI","-88.049449","42.941233"
"Fircrest,WA","-122.515959","47.239543"
"Crater Lake,OR","-122.10669","42.94374"
"Blue Hill,ME","-68.59086","44.43443"
"Uvalda,GA","-82.516246","32.028823"
"Osprey,FL","-82.47993","27.19137"
"Dennard,AR","-92.52461","35.75674"
"Crowley,TX","-97.36252","32.57903"
"Las Cruces,NM","-106.753893","32.290052"
"Walpole,MA","-71.255533","42.148624"
"Auburndale,FL","-81.78869","28.0653"
"Ridgewood,NJ","-74.078538","40.985551"
"Safety Harbor,FL","-82.69316","27.99085"
"Crofton,KY","-87.487724","37.043116"
"Oneida,WI","-88.18288","44.4986"
"Greenwood Lake,NY","-74.29432","41.22259"
"Richmond,VT","-72.953283","44.387289"
"Cornersville,TN","-86.829364","35.354815"
"Watagua,TX","-97.263975","32.860585"
"Drummond Island,MI","-83.692502","46.011531"
"N. Wilkesboro,NC","-81.144802","36.173784"
"Hudson Bend,TX","-97.480564","33.001809"
"Cannon Falls,MN","-92.885609","44.483189"
"Wyoming,WY","-105.84162","41.195479"
"Glen Rock,NJ","-74.125036","40.960347"
"North Hollywood,CA","-118.372498","34.1692"
"Cairo,IL","-89.17646","37.00533"
"Elma,WA","-123.40877","47.00343"
"Springville,UT","-111.562586","40.180718"
"Rio,WV","-78.726985","39.18471"
"Fowlerville,MI","-84.054241","42.641649"
"Lula,GA","-83.703923","34.41088"
"Chance,MD","-75.941045","38.172067"
"Hinsdale,NH","-72.48881","42.78881"
"Greeneville,TN","-82.869219","36.131582"
"Smithtown,NY","-72.637078","40.922326"
"Apollo Beach,FL","-82.335058","27.770526"
"Stagecoach,NV","-119.374057","39.373804"
"Hardwick,VT","-72.36816","44.50478"
"Bee Cave,TX","-97.884751","30.321025"
"Fort Irwin,CA","-116.696561","35.262453"
"Midway,GA","-83.592212","34.512602"
"Shavertown,PA","-75.93798","41.3198"
"Kirkwood,CA","-120.05238","38.6926"
"Sweetwater,TN","-84.410561","35.571343"
"Kinaid,IL","-89.902075","42.304727"
"Arcadia,LA","-92.92016","32.54904"
"Glen Head,NY","-73.61802","40.84492"
"Loleta,CA","-124.239192","40.665179"
"Port Townsend,WA","-122.849683","48.018572"
"Lancaster,CA","-118.15292","34.713292"
"Deale,MD","-76.5428","38.79301"
"De Pere,WI","-88.06038","44.44888"
"Livingston,LA","-90.743125","30.407207"
"Morgans Point Resort,TX","-97.468027","31.130651"
"Cabot,PA","-79.760048","40.792353"
"Camano Island,WA","-122.365647","48.241869"
"Wildlife Refuge, Medicine Park, Ft. Sill,OK","-96.395624","33.994811"
"Hartland,MI","-83.717806","42.648484"
"Hoffman Estates,IL","-88.0798","42.04281"
"Paradise,CA","-121.572986","39.723898"
"Sea-Tac,WA","-122.321791","47.45371"
"Groton,CT","-72.038268","41.355405"
"Uvalde,TX","-99.727018","29.240446"
"Campo,CA","-116.46833","32.62611"
"Pineville,KY","-83.766776","36.715863"
"Mayville,ND","-97.345104","47.487262"
"Redwood,CA","-117.303345","34.245424"
"Danbury,NH","-71.882094","43.514791"
"Lake Lure,NC","-82.183853","35.463527"
"Vanceboro,NC","-77.177912","35.31313"
"Gold Bar,WA","-121.636528","47.833114"
"Lee Summitt,MO","-94.388365","39.024916"
"Mico,TX","-98.92308","29.54412"
"Kill Devil Hills,NC","-75.66629","36.01683"
"Antwerp,OH","-84.727141","41.186851"
"Basom,NY","-78.394594","43.077884"
"Mulberry,IN","-86.628659","40.359433"
"South Burligton,VT","-73.173468","44.444867"
"Homer Glen,IL","-88.050043","41.592639"
"Hoopa,CA","-123.67422","41.05041"
"Napili Bay,HI","-156.666477","20.992616"
"Redington Shores,FL","-82.828992","27.826136"
"Hailemaile,HI","-156.343567","20.865497"
"Furlong,PA","-75.064112","40.283176"
"Darien,CT","-73.480765","41.075846"
"Lucasville,OH","-82.98132","38.888422"
"Fort A.P. Hill,VA","-82.785426","36.646425"
"Winchester,KY","-84.160724","37.964922"
"Milan,NY","-73.792075","41.953426"
"Coal Hill,AR","-93.672986","35.430098"
"Cadott,WI","-91.1507","44.94802"
"Pearl,IL","-90.627114","39.460514"
"Leipsic,OH","-83.98467","41.09838"
"Kentwood,LA","-90.428043","30.814466"
"Avnol,CA","-120.128716","36.003134"
"Caseyville,IL","-90.012477","38.630199"
"East Greenville,PA","-75.50185","40.40649"
"Coeymans,NY","-73.797722","42.475704"
"Kingfisher,OK","-97.92563","35.897508"
"Riverside,RI","-71.349697","41.7743"
"New Holland,PA","-76.073814","40.14607"
"Stering,VA","-77.974419","39.186838"
"Cleveland,OK","-96.443319","36.263766"
"Englewood Cliffs,NJ","-73.952423","40.883949"
"Las Vegas Blvd.,NV","-115.157421","36.143581"
"Clay Center,KS","-97.164849","39.349452"
"Wasco,CA","-119.34095","35.59412"
"Agra,OK","-96.873793","35.908981"
"Point Pleasant,WV","-82.098592","38.871527"
"Columbine,CO","-105.01146","39.593836"
"Cary,IL","-88.250783","42.204626"
"Andalusia,AL","-86.48329","31.3085"
"Rustburg,VA","-79.090832","37.283924"
"Westlake & Hardy,VA","-79.221496","37.333664"
"Manteca,CA","-121.177601","37.807297"
"Elmer,NJ","-75.198368","39.548074"
"Cambridgeshire,","0.083333","52.333333"
"Franklin,GA","-85.134045","33.278005"
"Monrowville,PA","-79.810268","40.411771"
"Milford,NH","-71.66131","42.83266"
"Kankakee,IL","-87.874618","41.111151"
"Crawford,TX","-97.43051","31.565099"
"New Hampton,NY","-74.43375","41.375634"
"West Milton,OH","-84.328","39.96255"
"Horseheads,NY","-76.878456","42.160717"
"Mallory,NY","-76.109544","43.32576"
"Gladwin,MI","-84.429231","44.032603"
"Raymond,NH","-71.204521","43.05932"
"Bowling Green,FL","-81.85069","27.601936"
"Montvale,VA","-79.710746","37.419582"
"Rocky Point,NC","-78.617085","34.435881"
"Queensbury,NY","-73.685911","43.340954"
"Wattsburgh,PA","-79.893534","42.057638"
"Forest Lake,MN","-92.949266","45.246466"
"Fowler,NY","-75.386322","44.278673"
"Snow Camp,NC","-79.403671","35.91485"
"Lawrence,IN","-86.025261","39.838652"
"Prairie du Sac,WI","-89.72401","43.28693"
"Pinson,AL","-86.645081","33.72988"
"Wailuku,HI","-156.566493","20.901536"
"Sidney,MI","-85.191444","43.235402"
"Detroit Lakes,MN","-95.746871","46.834262"
"Peachtree city,GA","-84.568173","33.395759"
"James Creek,PA","-78.172245","40.385496"
"Kingsport,TN","-82.547615","36.514384"
"Port Sanilac,MI","-82.566894","43.458914"
"Tampa,FL","-82.582035","27.996097"
"Cashmere,WA","-120.4698","47.52235"
"Prescott Valley,AZ","-112.307777","34.668291"
"Harpswell,ME","-69.995537","43.78105"
"Weirs Beach,NH","-71.460629","43.608965"
"Montague,MI","-86.339517","43.42404"
"West Jefferson,NC","-81.49288","36.40374"
"Ft. Drum,FL","-82.585359","30.149089"
"Springfeild,VA","-78.430172","38.711146"
"Woodward,OK","-99.442977","36.438017"
"Plymouth Meeting,PA","-75.27962","40.10965"
"Athens,TN","-84.63982","35.457491"
"Crestwood,KY","-85.446974","38.358083"
"Lincolnton,NC","-81.181799","35.485145"
"Van Alstyne,TX","-96.57721","33.4215"
"Boomer,WV","-81.28733","38.15066"
"Leakesville,MS","-88.637767","31.167734"
"Franconia,PA","-75.358575","40.308116"
"El Dorado,KS","-96.865969","37.830491"
"Timnath,CO","-104.98525","40.52915"
"Columbia,LA","-90.571198","30.023536"
"Dandridge,TN","-83.423276","36.000789"
"Somerset,PA","-79.08745","39.990045"
"Tarzana,CA","-118.547553","34.155097"
"Westport,WA","-124.10406","46.89009"
"Trimble,MO","-94.56468","39.47111"
"Colonial Beach,VA","-76.96358","38.25457"
"S. Bethany Beach,DE","-75.05379","38.54178"
"Carmel,NY","-73.777626","41.429571"
"Newport,","-2.9974967","51.5882332"
"Newberry,SC","-81.608611","34.310027"
"Chattaroy,WA","-117.262989","47.92167"
"Harrisville,WV","-81.034061","39.145318"
"Summit Valley,CA","-121.799528","40.517056"
"Berrien Springs,MI","-86.376474","41.946299"
"Edwards,CA","-117.835384","34.960825"
"Damiansville,IL","-89.619536","38.510049"
"Sunbury,OH","-84.365777","39.613113"
"Currie,NC","-78.115064","34.441229"
"The Village,OK","-97.551429","35.56089"
"Wilmington,NC","-77.963628","34.271985"
"Westbrook,CT","-72.463381","41.307899"
"Colcord,OK","-94.694674","36.265655"
"Draper,VA","-80.774844","36.981684"
"Roseberg,PA","-77.33249","40.44119"
"Lake Kabetogama,MN","-94.276643","47.873514"
"Tacoma area,WA","-122.608961","47.096309"
"Grain Valley,MO","-94.19856","39.01501"
"Lacey,WA","-122.796695","47.026418"
"Altivista,VA","-79.28558","37.11181"
"Stroud,OK","-96.745384","35.709676"
"Lynbrook,NY","-73.672574","40.657602"
"Spokane County,WA","-117.406695","47.657283"
"Warr acres,OK","-97.635848","35.552908"
"Kent,OH","-81.332781","41.132323"
"Gothenburg,NE","-100.129125","40.945256"
"Cleveland Heights,OH","-81.556235","41.520052"
"Culloden,WV","-82.07181","38.41503"
"Speedway,IN","-86.267213","39.802265"
"Navajo Mountain,UT","-111.971628","41.717767"
"New Providence,NJ","-74.405595","40.697851"
"East Dennis,MA","-70.16196","41.74261"
"El Centro,CA","-115.598602","32.770275"
"King of Prussia,PA","-75.382861","40.095288"
"Ursa,IL","-91.36737","40.07477"
"Pond Creek,OK","-97.841842","36.661992"
"Astoria,NY","-73.92516","40.770808"
"Macinaw,MI","-84.44782","42.58221"
"Green Cove Spring,FL","-81.685609","29.980869"
"Broken Bow,OK","-94.828998","33.953477"
"Elisabeth,CO","-104.608247","39.358156"
"Bartonville,IL","-89.652046","40.650316"
"Franklin Parl,IL","-87.859793","41.933602"
"Belleville,WI","-89.586339","42.903829"
"Lynn,AL","-87.552646","34.049571"
"Colchester to Essex,VT","-73.279921","44.543072"
"Lake Charles,LA","-93.214903","30.233355"
"Bangor,ME","-68.850405","44.848517"
"Arlington,IA","-91.69556","42.752653"
"Gainesville,GA","-83.837912","34.334398"
"Cogar,OK","-98.130607","35.333946"
"Peidmont,AL","-85.614674","33.918385"
"North Scituate,MA","-70.701357","41.970474"
"New orleans,LA","-89.930956","30.068812"
"Arroyo Seco,NM","-105.534027","36.520002"
"Beloit,WI","-89.086045","42.562039"
"Donora,PA","-79.868392","40.179896"
"Pleasent Grove,AR","-90.649551","35.86071"
"Centerville,TX","-95.042991","31.180462"
"Morton,IL","-89.425339","40.591322"
"Raytown,MO","-94.463564","39.008617"
"Ludlow,MA","-72.47592","42.16009"
"Blanchard,OK","-97.65809","35.13784"
"Cordova,IL","-90.27691","41.702549"
"Palm Beach Gardens,FL","-80.087612","26.848356"
"Wiconisco,PA","-76.69136","40.57342"
"Elsmere,DE","-75.597981","39.73928"
"Silveradale,WA","-122.675341","47.677859"
"Newton Centre,MA","-70.439875","41.676171"
"Butte Falls,OR","-122.554633","42.530813"
"Greensboro,GA","-83.193389","33.560655"
"Milladore,WI","-89.904543","44.598179"
"Birdsboro,PA","-75.80409","40.26454"
"Crawfordville,FL","-84.34906","30.183372"
"Shokan,NY","-74.218443","41.970903"
"Belle,MO","-91.756633","38.204321"
"Soldatna,AK","-151.059733","60.488838"
"Homer,LA","-93.000406","32.775361"
"Put-in Bay,OH","-82.826276","41.645013"
"none,TX","-94.390307","30.371793"
"Pond Gap,WV","-81.277293","38.290746"
"Linwood,PA","-75.425472","39.826502"
"Coronado,CA","-117.209642","32.699235"
"Del City,OK","-97.44087","35.442006"
"Lakeville,CT","-73.44012","41.96454"
"coventry,RI","-71.636786","41.694251"
"Saint Johnsville,NY","-74.68292","42.99813"
